state_name,year,month,temp_mean,temp_max,rainfall_mm,n_fires
Australian Capital Territory,2010,4,14.21,7.236666666666666,19.4,NA
Australian Capital Territory,2010,5,9.51774193548387,2.4,79.2,NA
Australian Capital Territory,2010,6,6.406666666666666,-0.1266666666666666,20.2,NA
Australian Capital Territory,2010,7,5.824623655913978,-1.0733333333333333,62.2,NA
Australian Capital Territory,2010,8,6.767741935483871,1.4064516129032258,66.2,NA
Australian Capital Territory,2010,9,9.851190476190476,3.5357142857142856,63.8,NA
Australian Capital Territory,2010,10,13.266129032258064,6.964516129032258,102.8,NA
Australian Capital Territory,2010,11,15.762241379310344,9.03448275862069,119.4,NA
Australian Capital Territory,2010,12,18.35,11.73225806451613,198.4,NA
Australian Capital Territory,2011,1,22.024193548387096,15.251612903225807,54.6,NA
Australian Capital Territory,2011,2,20.689285714285717,14.675,129.2,NA
Australian Capital Territory,2011,3,17.57741935483871,11.812903225806451,40.2,NA
Australian Capital Territory,2011,4,12.493333333333334,5.37,8.8,NA
Australian Capital Territory,2011,5,7.891935483870968,-0.041935483870967745,12,NA
Australian Capital Territory,2011,6,7.136666666666667,0.6566666666666667,9.4,NA
Australian Capital Territory,2011,7,5.758064516129032,-0.7483870967741936,26.4,NA
Australian Capital Territory,2011,8,8.60967741935484,1.1935483870967742,50.8,NA
Australian Capital Territory,2011,9,10.025,1.8866666666666667,34,NA
Australian Capital Territory,2011,10,13.175806451612903,5.709677419354839,26.1,NA
Australian Capital Territory,2011,11,17.900000000000002,10.356666666666667,113.2,NA
Australian Capital Territory,2011,12,16.95,10.329032258064515,73,NA
Australian Capital Territory,2012,1,20.053225806451614,12.62258064516129,NA,NA
Australian Capital Territory,2012,2,18.96896551724138,12.910344827586208,126.39999999999999,NA
Australian Capital Territory,2012,3,16.093548387096774,10.05483870967742,197.2,NA
Australian Capital Territory,2012,4,13.225,6.226666666666667,16.9,NA
Australian Capital Territory,2012,5,7.687096774193549,-0.23870967741935487,19.8,NA
Australian Capital Territory,2012,6,6.781666666666666,0.6333333333333333,47,NA
Australian Capital Territory,2012,7,5.953225806451613,-1.0806451612903225,34.9,NA
Australian Capital Territory,2012,8,6.543548387096774,-0.4935483870967742,35.2,NA
Australian Capital Territory,2012,9,9.818333333333333,1.6400000000000001,36.2,NA
Australian Capital Territory,2012,10,12.101612903225806,3.3548387096774195,66.8,NA
Australian Capital Territory,2012,11,17.358333333333334,9.306666666666667,29,NA
Australian Capital Territory,2012,12,19.782258064516128,11.90967741935484,37.4,NA
Australian Capital Territory,2013,1,23.080645161290324,13.874193548387098,72.6,NA
Australian Capital Territory,2013,2,20.214285714285715,13.071428571428571,30,NA
Australian Capital Territory,2013,3,17.779032258064518,9.812903225806451,26.6,NA
Australian Capital Territory,2013,4,13.825,5.536666666666667,9.799999999999999,NA
Australian Capital Territory,2013,5,9.362903225806452,1.303225806451613,6.6,NA
Australian Capital Territory,2013,6,7.713333333333333,1.5733333333333333,NA,NA
Australian Capital Territory,2013,7,7.516129032258064,1.6709677419354838,NA,NA
Australian Capital Territory,2013,8,8.595161290322581,2.3806451612903228,NA,NA
Australian Capital Territory,2013,9,11.953333333333333,4.03,NA,NA
Australian Capital Territory,2013,10,12.832258064516129,3.758064516129032,NA,NA
Australian Capital Territory,2013,11,15.218333333333334,6.663333333333333,NA,NA
Australian Capital Territory,2013,12,19.970967741935482,11.464516129032258,NA,NA
Australian Capital Territory,2014,1,21.856451612903225,12.119354838709677,NA,NA
Australian Capital Territory,2014,2,21.451785714285712,13.471428571428572,NA,NA
Australian Capital Territory,2014,3,18.232258064516127,12.248387096774193,NA,NA
Australian Capital Territory,2014,4,13.545000000000002,7.3966666666666665,NA,NA
Australian Capital Territory,2014,5,10.112903225806452,2.661290322580645,NA,NA
Australian Capital Territory,2014,6,8.006666666666668,2.78,NA,NA
Australian Capital Territory,2014,7,6.129032258064516,0.009677419354838764,NA,NA
Australian Capital Territory,2014,8,6.748387096774193,-0.8064516129032258,NA,NA
Australian Capital Territory,2014,9,10.278333333333334,2.6833333333333336,NA,NA
Australian Capital Territory,2014,10,13.970967741935484,5.406451612903226,NA,NA
Australian Capital Territory,2014,11,19.026666666666664,10.203333333333333,NA,NA
Australian Capital Territory,2014,12,20.166129032258063,12.651612903225807,NA,NA
Australian Capital Territory,2015,1,20.666129032258063,13.941935483870967,NA,NA
Australian Capital Territory,2015,2,20.59285714285714,13.092857142857143,NA,NA
Australian Capital Territory,2015,3,17.677150537634407,9.083333333333334,NA,NA
Australian Capital Territory,2015,4,13.31,7.18,NA,NA
Australian Capital Territory,2015,5,9.483870967741936,2.6903225806451614,NA,NA
Australian Capital Territory,2015,6,6.463333333333334,-0.84,NA,NA
Australian Capital Territory,2015,7,5.374193548387097,-0.7161290322580645,NA,NA
Australian Capital Territory,2015,8,7.370967741935484,1.0225806451612902,NA,NA
Australian Capital Territory,2015,9,9.416666666666666,1.47,NA,NA
Australian Capital Territory,2015,10,16.517741935483873,8.26774193548387,NA,NA
Australian Capital Territory,2015,11,18.086666666666666,10.883333333333333,NA,NA
Australian Capital Territory,2015,12,20.33225806451613,11.396774193548387,NA,NA
Australian Capital Territory,2016,1,21.270967741935486,14,NA,NA
Australian Capital Territory,2016,2,21.28965517241379,13.272413793103448,NA,NA
Australian Capital Territory,2016,3,20.122580645161293,12.55483870967742,NA,NA
Australian Capital Territory,2016,4,16.06833333333333,8.256666666666666,NA,1
Australian Capital Territory,2016,5,11.074193548387097,4.7612903225806456,NA,NA
Australian Capital Territory,2016,6,8.013333333333334,3.013333333333333,NA,NA
Australian Capital Territory,2016,7,7.456451612903226,2.170967741935484,NA,NA
Australian Capital Territory,2016,8,7.7,1.1419354838709677,NA,NA
Australian Capital Territory,2016,9,10.295,4.796666666666667,NA,NA
Australian Capital Territory,2016,10,11.838709677419354,5.2,NA,NA
Australian Capital Territory,2016,11,16.7,8.556666666666667,NA,NA
Australian Capital Territory,2016,12,21.098387096774193,13.519354838709678,NA,NA
Australian Capital Territory,2017,1,23.853225806451615,14.864516129032259,NA,NA
Australian Capital Territory,2017,2,21.48392857142857,12.878571428571428,NA,2
Australian Capital Territory,2017,3,19.343548387096774,12.76774193548387,NA,NA
Australian Capital Territory,2017,4,12.708333333333332,5.536666666666666,NA,1
Australian Capital Territory,2017,5,9.014516129032259,1.596774193548387,NA,1
Australian Capital Territory,2017,6,6.136666666666667,-1.3633333333333333,NA,NA
Australian Capital Territory,2017,7,5.334623655913978,-2.2533333333333334,NA,NA
Australian Capital Territory,2017,8,7.216129032258064,0.5096774193548387,NA,NA
Australian Capital Territory,2017,9,10.416666666666666,2.7466666666666666,NA,NA
Australian Capital Territory,2017,10,15.125806451612904,7.080645161290323,NA,NA
Australian Capital Territory,2017,11,16.951666666666668,9.573333333333334,NA,NA
Australian Capital Territory,2017,12,20.846774193548388,13.870967741935484,NA,NA
Australian Capital Territory,2018,1,23.029032258064518,14.44516129032258,NA,NA
Australian Capital Territory,2018,2,20.932142857142857,12.82857142857143,NA,NA
Australian Capital Territory,2018,3,18.36451612903226,10.406451612903226,NA,1
Australian Capital Territory,2018,4,16.845,8.683333333333334,NA,NA
Australian Capital Territory,2018,5,9.859677419354838,2.232258064516129,NA,NA
Australian Capital Territory,2018,6,7.493333333333333,1.83,NA,NA
Australian Capital Territory,2018,7,5.801612903225807,-1.732258064516129,NA,NA
Australian Capital Territory,2018,8,7.316129032258064,0.7645161290322581,NA,NA
Australian Capital Territory,2018,9,9.893333333333333,1.82,NA,NA
Australian Capital Territory,2018,10,15.029032258064516,7.296774193548387,NA,NA
Australian Capital Territory,2018,11,17.5,10.476666666666667,NA,NA
Australian Capital Territory,2018,12,21.532258064516128,13.74516129032258,NA,NA
Australian Capital Territory,2019,1,26.08064516129032,17.677419354838708,NA,NA
Australian Capital Territory,2019,2,21.023214285714285,12.907142857142857,NA,NA
Australian Capital Territory,2019,3,19.003225806451614,12,NA,NA
Australian Capital Territory,2019,4,15.041666666666668,7.466666666666667,NA,NA
Australian Capital Territory,2019,5,9.962903225806452,3.338709677419355,NA,NA
Victoria,1990,1,20.34516129032258,15.325806451612904,2,NA
Victoria,1990,2,20.075,15.560714285714285,74.6,NA
Victoria,1990,3,19.624193548387098,15,31.2,NA
Victoria,1990,4,17.055,13.476666666666667,94.2,NA
Victoria,1990,5,13.783870967741937,9.974193548387097,18.7,NA
Victoria,1990,6,11.29,7.993333333333333,39.4,NA
