OBJECTID,X,Y
28,-79.5503871,35.7928872
29,-80.8636114,36.0885855
30,-78.4236112,34.7493368
31,-79.291008,34.8103456
32,-79.3527299,36.3158175
33,-79.2405185,36.5021259
34,-81.003624,35.7824333
35,-82.3684952,35.6682016
36,-82.3360386,35.6047787
37,-82.8115679,35.6736253
38,-84.0378043,35.0847375
39,-78.5278621,34.5147083
41,-82.5676674,35.7591697
42,-76.6922363,36.1822337
43,-79.3446701,34.7426979
44,-79.1955703,34.703538
45,-79.8058246,35.7573298
46,-79.6933821,35.7445005
47,-79.642748,35.7981704
48,-80.5596765,34.9237963
49,-80.4313562,34.8388724
50,-80.6995433,34.9952054
51,-79.0096377,35.1710655
52,-78.7963976,35.0332863
53,-78.7705466,34.9392568
54,-81.000927,35.3731924
55,-78.9267885,35.0299518
56,-80.3775471,35.8103844
57,-81.4884131,35.275968
60,-79.0231021,34.95316
61,-78.3075832,33.910898
62,-78.9234196,35.0710385
63,-81.3429417,35.2372728
64,-78.9856967,35.0878828
65,-81.1524434,35.1964003
66,-78.1447919,34.06438
67,-78.4263128,33.9869401
68,-78.2629611,33.9321008
69,-78.8945651,35.077997
70,-78.8666145,35.0489973
71,-78.8850593,35.1314419
72,-78.9026052,34.9979155
73,-78.9958664,35.0231976
74,-78.8547525,35.1822029
75,-78.748091,35.2552634
76,-80.2156,35.9529739
77,-81.1004405,35.2654322
78,-81.0969671,35.3677139
79,-78.7054641,34.3219285
80,-78.4163912,33.961219
81,-78.41639,33.96122
82,-78.9592656,34.9735117
83,-80.1184249,35.6307563
84,-78.066523900000007,35.7013154
85,-81.0717568,35.2361049
86,-81.0424484,35.3135207
87,-78.6896751,35.0121274
88,-78.6952937,35.0629077
89,-78.6607162,35.2003611
90,-78.9512163,35.0594851
91,-78.3231461,33.920449
92,-83.9596729,35.0426773
93,-84.0755221,34.998751
94,-83.8946254,34.9948519
95,-84.1379519,35.193713700000004
96,-81.4329334,35.3609631
97,-81.488414,35.2759681
98,-83.9212039,35.1791232
99,-83.7291505,35.1853752
100,-83.9442822,35.0920331
101,-84.1260319,35.0229008
102,-83.6609047,35.023538
103,-81.6660951,35.2476053
104,-76.7531829,34.7330277
105,-77.0959847,34.6479589
106,-81.0733956,35.2034915
107,-81.0350997,35.2359999
108,-81.2856404,35.2858619
109,-81.322482,35.3391131
110,-81.2318415,35.3283663
111,-76.6810832,34.6968814
112,-81.0545581,35.2774978
113,-78.8852461,34.9916222
114,-78.9013284,35.0575378
115,-79.0120885,35.0528432
116,-81.5609251,35.2878745
117,-78.8978285,35.1017855
118,-81.6431134,35.4139914
119,-79.056086,35.0570546
120,-84.1699686,34.989365
121,-84.0443833,35.1567257
123,-80.5974138,36.0665236
124,-81.6852427,36.219095
125,-80.5088762,35.0916597
126,-78.2594764,35.2703277
127,-80.585323,34.8746161
128,-80.7868348,34.989797
129,-80.7432161,35.0359158
130,-83.7242326,35.2283695
131,-80.7868356,34.9897973
132,-78.2788302,33.9265592
133,-81.5290384,35.2219827
134,-75.8656046,36.5170882
136,-78.2359967,36.436743
137,-79.8759264,35.8400171
140,-81.886007,35.4563459
141,-80.7153137,36.3859764
142,-80.789168,36.398277
143,-80.7794919,36.3341446
144,-80.740212,36.5114279
145,-80.6395426,36.5433952
146,-80.6347551,36.4995477
147,-80.6096204,36.4933317
148,-81.0036685,35.1451374
149,-80.7765192,35.0943151
150,-80.6053154,36.5149115
151,-80.3704903,35.1324912
152,-77.0528838,35.547344
154,-80.8475187,35.5396264
155,-80.9402765,35.8689782
156,-81.4276894,35.7152165
157,-80.8530455,35.8530421
158,-80.7720189,35.9567871
159,-80.8623004,36.0219879
160,-80.8144863,35.756605
161,-80.8049908,35.8072128
162,-78.1629213,35.4692116
163,-82.9118876,35.5325818
164,-82.9118826,35.5325824
165,-81.5240965,35.7497285
166,-81.3052761,35.4207835
167,-81.2584799,35.4719082
168,-81.1166386,35.5399216
170,-80.9435466,35.8067559
171,-80.9895343,35.4427519
172,-78.5794596,35.5120924
173,-82.9553133,35.682728
174,-80.9190554,35.7865058
175,-80.8585238,35.779634
176,-80.8089479,35.5518636
177,-80.1180045,36.1335051
178,-81.6525012,35.727429
179,-81.7790483,35.7284606
180,-77.7412592,35.9030021
181,-78.6586886,36.2572297
182,-77.3551992,35.063459
183,-81.3595229,35.5140283
184,-81.035423,35.5345916
185,-80.7498647,35.8318111
186,-83.2926833,35.3987203
187,-77.6387081,35.7903027
188,-80.8068589,35.5860161
189,-81.8959252,35.9745417
190,-78.552785600000007,36.1073389
191,-83.2049542,35.327721
192,-80.908383,35.5674219
193,-80.8689477,35.5919308
194,-80.8889544,35.7815633
195,-78.9130808,36.0886056
196,-82.8406658,35.5326432
197,-80.8404869,35.9516033
198,-80.7873947,35.5864202
200,-81.0868067,35.4627603
201,-77.2234963,35.0067997
202,-80.2794828,36.1701775
203,-79.1975382,35.2491969
204,-80.4817205,36.3785718
205,-79.7427197,36.3846486
206,-79.8865655,36.1326456
207,-79.6153021,36.1587653
208,-78.7212268,36.2000118
209,-77.9808016,35.4355462
210,-78.3963723,36.0209372
211,-81.1921071,35.9697341
214,-81.0911781,35.9021122
215,-79.5862119,35.4338828
216,-77.9076602,36.0392233
217,-79.4063882,35.3278037
219,-78.7999534,35.357664
220,-80.7747424,36.1226579
221,-80.6575919,35.2438573
222,-81.306201,35.8413117
223,-81.2620175,35.9212248
224,-81.2630975,36.4125512
225,-81.3033024,36.5491505
226,-79.9865309,34.9682816
227,-80.2650612,34.9932465
229,-81.4822111,36.4249887
230,-81.4940521,36.3966304
231,-80.598545,35.3722168
232,-80.6627483,35.3243861
233,-77.0736688,35.5599795
234,-80.0997154,36.0860662
236,-78.4882275,35.8021352
237,-78.5512463,35.2432715
238,-77.9905443,36.0905397
239,-79.1945569,34.5746311
240,-80.1430098,34.8664191
241,-81.044737,35.86132
242,-81.1730403,35.9214232
243,-77.1139583,36.2294081
244,-76.9323127,36.2251379
245,-76.9519258,36.0830599
246,-78.7298956,34.6552965
247,-78.7906964,34.737734
248,-78.8763054,34.8096939
249,-78.4867601,36.036251300000004
259,-78.1938998,36.2071892
260,-78.2982905,36.0978636
262,-78.1683352,36.053348
263,-80.0856134,35.8810749
264,-79.9553589,36.1524761
265,-79.7927305,36.1920029
266,-81.1081629,36.0074293
267,-81.1844839,35.8400271
268,-81.380585,36.3456786
270,-81.4823901,36.4073761
271,-79.9358361,35.9977992
273,-79.5637552,36.0701998
274,-80.0780109,35.8502499
275,-80.0182051,35.5552478
276,-78.4840781,35.1966821
277,-77.9070952,36.4366681
278,-77.6177903,36.4318762
279,-77.7706268,36.0481143
280,-77.8151722,35.9657384
281,-77.7871401,36.00448
282,-77.8485205,35.9525646
283,-77.8050297,35.935754
284,-77.7539665,35.9467723
285,-77.5742411,35.8956648
286,-78.3220745,34.4660014
287,-78.6114586,34.627404
288,-77.8202098,35.6057277
289,-78.0088824,35.6451878
290,-77.96362,35.3449229
291,-78.0743604,35.4140834
292,-77.9204445,35.3891583
293,-77.9839344,35.4954453
294,-76.9187894,35.132915
295,-76.651632,35.1434468
296,-76.8252675,35.0249535
297,-77.4761404,34.5245855
298,-77.5114068,34.7466998
299,-77.522745,34.8270578
300,-77.3702287,34.794094
301,-77.3208525,34.7216707
303,-77.6276644,34.7770846
304,-77.4285615,34.7538375
305,-77.2571424,34.7111005
306,-77.5514662,34.6955112
307,-77.4624418,34.832908
308,-77.2350252,34.8868699
309,-77.9184943,34.2881585
